id,artistName,endTime,msPlayed,trackName
1,Cigarettes After Sex,2023-10-29 18:11:00,292853,Touch
2,Cigarettes After Sex,2023-10-29 18:16:00,285146,Hentai
3,Cigarettes After Sex,2023-10-29 18:20:00,256800,Cry
4,Cigarettes After Sex,2023-10-29 18:25:00,245840,Falling In Love
5,Cigarettes After Sex,2023-10-29 18:29:00,254626,Pure
6,Cigarettes After Sex,2023-10-29 18:51:00,264453,You're All I Want
7,Cigarettes After Sex,2023-10-29 18:53:00,126124,Sunsetz
8,Cigarettes After Sex,2023-10-30 10:46:00,77046,K.
9,Roxy Music,2023-10-30 10:46:00,33152,More Than This
10,Roxy Music,2023-10-30 10:47:00,39125,More Than This
11,Cigarettes After Sex,2023-10-30 10:52:00,286293,Nothing's Gonna Hurt You Baby
12,Cigarettes After Sex,2023-10-30 13:12:00,225369,Apocalypse
13,Whitney Houston,2023-10-30 13:12:00,3274,I Wanna Dance with Somebody (Who Loves Me)
14,Pitbull,2023-10-30 13:15:00,1834,Give Me Everything (feat. Nayer)
15,Cigarettes After Sex,2023-10-30 13:19:00,290616,Apocalypse
16,Cigarettes After Sex,2023-10-30 13:24:00,320030,K.
17,Cigarettes After Sex,2023-10-30 13:28:00,215150,Sunsetz
18,Cigarettes After Sex,2023-10-30 13:32:00,256800,Cry
19,Cigarettes After Sex,2023-10-30 13:37:00,292110,Sweet
20,Cigarettes After Sex,2023-10-30 13:48:00,69381,Heavenly
21,Cigarettes After Sex,2023-10-30 14:55:00,3068,Nothing's Gonna Hurt You Baby
22,Cigarettes After Sex,2023-10-30 16:33:00,286256,Nothing's Gonna Hurt You Baby
23,Cigarettes After Sex,2023-10-30 16:37:00,245840,Falling In Love
24,Cigarettes After Sex,2023-10-30 16:41:00,234174,Pistol
25,Cigarettes After Sex,2023-10-30 16:46:00,264453,You're All I Want
26,Cigarettes After Sex,2023-10-30 16:50:00,262560,Don't Let Me Go
27,Cigarettes After Sex,2023-10-30 16:55:00,269933,Kiss It Off Me
28,Cigarettes After Sex,2023-10-30 16:59:00,286773,Heavenly
29,Cigarettes After Sex,2023-10-30 17:04:00,275186,You're the Only Good Thing In My Life
30,Cigarettes After Sex,2023-10-30 17:09:00,292853,Touch
31,Cigarettes After Sex,2023-10-30 17:14:00,285146,Hentai
32,Cigarettes After Sex,2023-10-30 17:18:00,256800,Cry
33,Cigarettes After Sex,2023-10-30 17:22:00,245840,Falling In Love
34,Cigarettes After Sex,2023-10-30 17:26:00,254626,Pure
35,Cigarettes After Sex,2023-10-30 17:32:00,320030,K.
36,Cigarettes After Sex,2023-10-30 17:36:00,290630,Each Time You Fall in Love
37,Cigarettes After Sex,2023-10-30 17:40:00,215150,Sunsetz
38,Cigarettes After Sex,2023-10-30 17:45:00,290616,Apocalypse
39,Cigarettes After Sex,2023-10-30 17:49:00,274576,Flash
40,Cigarettes After Sex,2023-10-30 18:16:00,93590,Sweet
41,Roxy Music,2023-10-30 18:17:00,5034,More Than This
42,Cigarettes After Sex,2023-10-30 18:21:00,290616,Apocalypse
43,Cigarettes After Sex,2023-10-30 18:27:00,320030,K.
44,Cigarettes After Sex,2023-10-30 18:30:00,215150,Sunsetz
45,Cigarettes After Sex,2023-10-30 18:35:00,256800,Cry
46,Cigarettes After Sex,2023-10-30 18:40:00,292110,Sweet
47,Cigarettes After Sex,2023-10-30 18:44:00,286773,Heavenly
48,Cigarettes After Sex,2023-10-30 18:49:00,286293,Nothing's Gonna Hurt You Baby
49,Cigarettes After Sex,2023-10-30 18:53:00,245840,Falling In Love
50,Cigarettes After Sex,2023-10-30 18:57:00,234174,Pistol
51,Cigarettes After Sex,2023-10-30 19:02:00,264453,You're All I Want
52,Cigarettes After Sex,2023-10-30 19:06:00,262560,Don't Let Me Go
53,Cigarettes After Sex,2023-10-30 19:11:00,11356,Kiss It Off Me
54,Cigarettes After Sex,2023-10-30 19:16:00,290616,Apocalypse
55,Cigarettes After Sex,2023-10-30 20:22:00,264294,K.
56,Cigarettes After Sex,2023-10-30 20:23:00,10495,Apocalypse
57,Cigarettes After Sex,2023-10-30 20:23:00,4746,K.
58,Roxy Music,2023-10-30 20:23:00,11783,More Than This
59,Cigarettes After Sex,2023-10-30 20:28:00,290616,Apocalypse
60,Cigarettes After Sex,2023-10-30 20:33:00,320030,K.
61,Cigarettes After Sex,2023-10-30 20:37:00,215150,Sunsetz
62,Cigarettes After Sex,2023-10-30 20:41:00,256800,Cry
63,Cigarettes After Sex,2023-10-30 20:46:00,292110,Sweet
64,Cigarettes After Sex,2023-10-30 20:51:00,286773,Heavenly
65,Cigarettes After Sex,2023-10-30 20:56:00,286293,Nothing's Gonna Hurt You Baby
66,Cigarettes After Sex,2023-10-30 21:00:00,245840,Falling In Love
67,Cigarettes After Sex,2023-10-30 21:04:00,234174,Pistol
68,Cigarettes After Sex,2023-10-30 21:07:00,180874,You're All I Want
69,マルシィ,2023-10-30 23:18:00,7850,ラブソング
70,Aimyon,2023-10-30 23:19:00,26538,ノット・オーケー
71,Lilas Ikuta,2023-10-30 23:20:00,84501,With
72,Awich,2023-10-30 23:20:00,17407,THE UNION
73,Awich,2023-10-30 23:23:00,172938,GILA GILA
74,KEIJU,2023-10-30 23:24:00,33077,Wind Rise
75,Yo-Sea,2023-10-30 23:24:00,27498,Inori
76,JUMADIBA,2023-10-30 23:25:00,21034,Naiya
77,(sic)boy,2023-10-30 23:25:00,21973,Heartache
78,Awich,2023-10-30 23:26:00,15210,GILA GILA
79,BBY NABE,2023-10-30 23:26:00,27306,never4ever
80,Awich,2023-10-30 23:26:00,7690,Twinkle Stars
81,SugLawd Familiar,2023-10-30 23:26:00,29376,LONGINESS REMIX
82,¥ellow Bucks,2023-10-30 23:27:00,54901,Higher - Remix
83,¥ellow Bucks,2023-10-30 23:29:00,79530,Yessir
84,Awich,2023-10-30 23:31:00,135413,かくれんぼ
85,¥ellow Bucks,2023-10-30 23:31:00,5802,Yessir
86,Awich,2023-10-30 23:31:00,3413,GILA GILA
87,Roxy Music,2023-10-30 23:31:00,4917,More Than This
88,Sia,2023-10-30 23:32:00,5386,Unstoppable
89,Cigarettes After Sex,2023-10-30 23:32:00,33557,Nothing's Gonna Hurt You Baby
90,J Balvin,2023-10-30 23:32:00,21791,Mi Gente
91,Pedro Capó,2023-10-30 23:32:00,3690,Calma - Remix
92,Justin Quiles,2023-10-30 23:32:00,3754,Loco
93,Enrique Iglesias,2023-10-30 23:32:00,8042,Bailando - Spanish Version
94,Becky G,2023-10-30 23:33:00,12831,Sin Pijama
95,J Balvin,2023-10-30 23:33:00,6133,LA CANCIÓN
96,Pitbull,2023-10-30 23:33:00,9216,I Know You Want Me (Calle Ocho)
97,Pitbull,2023-10-30 23:33:00,2432,Time of Our Lives
98,Pitbull,2023-10-30 23:34:00,50015,International Love (feat. Chris Brown)
99,Maluma,2023-10-31 00:01:00,167626,Qué Chimba
100,Masove,2023-10-31 00:01:00,7616,Gimme! Gimme! Gimme! (A Man After Midnight)
101,MITCH DB,2023-10-31 00:02:00,12970,Teenage Dream
102,David Guetta,2023-10-31 00:02:00,12031,I'm Good (Blue)
103,Boehm,2023-10-31 00:02:00,8021,Let Her Go
104,Boostereo,2023-10-31 00:02:00,11573,Shape Of You (Sped Up)
105,Rene Rodrigezz,2023-10-31 00:02:00,6421,Sway
106,Khesari Lal Yadav,2023-10-31 00:03:00,11192,Tabla
107,Neelkamal Singh,2023-10-31 00:03:00,15197,Jawani Kya Achar Dalogi 2.0
108,Alok,2023-10-31 00:04:00,42858,All By Myself
109,Cigarettes After Sex,2023-10-31 09:23:00,290616,Apocalypse
110,Cigarettes After Sex,2023-10-31 09:28:00,320030,K.
111,Cigarettes After Sex,2023-10-31 09:32:00,215150,Sunsetz
112,Cigarettes After Sex,2023-10-31 09:36:00,256800,Cry
113,Cigarettes After Sex,2023-10-31 09:41:00,292110,Sweet
114,Cigarettes After Sex,2023-10-31 09:46:00,286773,Heavenly
115,Hikaru Utada,2023-10-31 11:43:00,257293,First Love
116,Hikaru Utada,2023-10-31 11:47:00,249904,One Last Kiss
117,Hikaru Utada,2023-10-31 11:48:00,80521,Gold　～また逢う日まで～
118,Hikaru Utada,2023-10-31 11:49:00,47484,Can You Keep A Secret?
119,Hikaru Utada,2023-10-31 11:51:00,131006,君に夢中
120,Hikaru Utada,2023-10-31 11:52:00,0,Flavor Of Life
121,Hikaru Utada,2023-10-31 11:52:00,16904,Automatic
122,Cigarettes After Sex,2023-10-31 15:59:00,116076,Nothing's Gonna Hurt You Baby
123,Hikaru Utada,2023-10-31 15:59:00,0,Prisoner Of Love
124,Hikaru Utada,2023-10-31 16:03:00,257293,First Love
125,Hikaru Utada,2023-10-31 16:08:00,249904,One Last Kiss
126,Hikaru Utada,2023-10-31 16:12:00,254291,Gold　～また逢う日まで～
127,Hikaru Utada,2023-10-31 16:15:00,175827,Can You Keep A Secret?
128,Cigarettes After Sex,2023-10-31 16:20:00,290616,Apocalypse
129,Cigarettes After Sex,2023-10-31 16:24:00,256800,Cry
130,Cigarettes After Sex,2023-10-31 16:28:00,234174,Pistol
131,Cigarettes After Sex,2023-10-31 16:32:00,264453,You're All I Want
132,Cigarettes After Sex,2023-10-31 16:36:00,215150,Sunsetz
133,Cigarettes After Sex,2023-10-31 16:41:00,286773,Heavenly
134,Cigarettes After Sex,2023-10-31 16:45:00,286293,Nothing's Gonna Hurt You Baby
135,Cigarettes After Sex,2023-10-31 17:32:00,290616,Apocalypse
136,Cigarettes After Sex,2023-10-31 17:37:00,320030,K.
137,Cigarettes After Sex,2023-10-31 17:41:00,215150,Sunsetz
138,Cigarettes After Sex,2023-10-31 17:45:00,256800,Cry
139,Cigarettes After Sex,2023-10-31 17:50:00,292110,Sweet
140,Cigarettes After Sex,2023-10-31 17:51:00,75315,Heavenly
141,Cigarettes After Sex,2023-10-31 18:03:00,2229,Heavenly
142,J Balvin,2023-10-31 18:06:00,189440,Mi Gente
143,¥ellow Bucks,2023-10-31 18:18:00,152150,Yessir
144,Awich,2023-10-31 18:37:00,43189,GILA GILA
145,Cigarettes After Sex,2023-10-31 18:42:00,286293,Nothing's Gonna Hurt You Baby
146,Cigarettes After Sex,2023-10-31 18:47:00,290616,Apocalypse
147,Whitney Houston,2023-10-31 18:51:00,291293,I Wanna Dance with Somebody (Who Loves Me)
148,Pitbull,2023-10-31 18:56:00,252306,Give Me Everything (feat. Nayer)
149,Cigarettes After Sex,2023-10-31 18:59:00,156969,Keep on Loving You
150,Awich,2023-10-31 18:59:00,3818,GILA GILA
151,J Balvin,2023-10-31 19:02:00,189440,Mi Gente
152,¥ellow Bucks,2023-10-31 19:05:00,172389,Yessir
153,Paramore,2023-10-31 19:07:00,123437,Misguided Ghosts
154,Cigarettes After Sex,2023-10-31 19:08:00,1301,Nothing's Gonna Hurt You Baby
155,Cigarettes After Sex,2023-10-31 19:08:00,533,Apocalypse
156,Awich,2023-10-31 19:08:00,156722,GILA GILA
157,Roxy Music,2023-10-31 19:08:00,1472,More Than This
158,Whitney Houston,2023-10-31 19:13:00,291293,I Wanna Dance with Somebody (Who Loves Me)
159,Paramore,2023-10-31 19:17:00,5074,Misguided Ghosts
160,Pitbull,2023-10-31 19:17:00,252306,Give Me Everything (feat. Nayer)
161,J Balvin,2023-10-31 19:20:00,189440,Mi Gente
162,¥ellow Bucks,2023-10-31 19:23:00,172389,Yessir
163,Awich,2023-10-31 19:24:00,35869,GILA GILA
164,Cigarettes After Sex,2023-10-31 22:06:00,290616,Apocalypse
165,Cigarettes After Sex,2023-10-31 22:11:00,320030,K.
166,Cigarettes After Sex,2023-10-31 22:15:00,215150,Sunsetz
167,Cigarettes After Sex,2023-10-31 22:21:00,31933,Cry
168,Cigarettes After Sex,2023-11-01 10:11:00,290616,Apocalypse
169,Cigarettes After Sex,2023-11-01 10:17:00,320030,K.
170,Cigarettes After Sex,2023-11-01 10:20:00,215150,Sunsetz
171,Cigarettes After Sex,2023-11-01 10:24:00,256800,Cry
172,Cigarettes After Sex,2023-11-01 10:29:00,292110,Sweet
173,Cigarettes After Sex,2023-11-01 10:36:00,362973,Stop Waiting
174,Cigarettes After Sex,2023-11-01 10:46:00,234174,Pistol
175,Cigarettes After Sex,2023-11-01 10:51:00,264453,You're All I Want
176,Cigarettes After Sex,2023-11-01 10:56:00,286773,Heavenly
177,Cigarettes After Sex,2023-11-01 11:00:00,286293,Nothing's Gonna Hurt You Baby
178,Cigarettes After Sex,2023-11-01 11:04:00,233010,Keep on Loving You
179,Cigarettes After Sex,2023-11-01 11:08:00,245840,Falling In Love
180,Cigarettes After Sex,2023-11-01 11:13:00,303296,Sesame Syrup
181,Cigarettes After Sex,2023-11-01 11:17:00,225767,Neon Moon
182,Cigarettes After Sex,2023-11-01 11:22:00,292853,Touch
183,Cigarettes After Sex,2023-11-01 11:27:00,266666,Crush
184,Cigarettes After Sex,2023-11-01 11:32:00,311000,Affection
185,Cigarettes After Sex,2023-11-01 11:36:00,258483,John Wayne
186,Cigarettes After Sex,2023-11-01 11:40:00,262560,Don't Let Me Go
187,Cigarettes After Sex,2023-11-01 11:44:00,206000,Starry Eyes
188,Cigarettes After Sex,2023-11-01 11:47:00,141341,Bubblegum
189,Cigarettes After Sex,2023-11-01 11:47:00,24427,Opera House
190,Cigarettes After Sex,2023-11-01 11:49:00,110712,Kiss It Off Me
191,Cigarettes After Sex,2023-11-01 11:49:00,3204,I'm a Firefighter
192,J Balvin,2023-11-01 11:52:00,189440,Mi Gente
193,¥ellow Bucks,2023-11-01 11:53:00,10053,Yessir
194,Awich,2023-11-01 11:56:00,147609,GILA GILA
195,J Balvin,2023-11-01 11:58:00,232,Mi Gente
196,Pitbull,2023-11-01 13:04:00,3738,Give Me Everything (feat. Nayer)
197,J Balvin,2023-11-01 13:04:00,70913,Mi Gente
198,Cigarettes After Sex,2023-11-01 13:09:00,290616,Apocalypse
199,Cigarettes After Sex,2023-11-01 13:15:00,320030,K.
200,Cigarettes After Sex,2023-11-01 13:18:00,215150,Sunsetz
201,Cigarettes After Sex,2023-11-01 13:23:00,256800,Cry
202,Cigarettes After Sex,2023-11-01 13:28:00,292110,Sweet
203,Cigarettes After Sex,2023-11-01 13:32:00,286773,Heavenly
204,Cigarettes After Sex,2023-11-01 13:37:00,286293,Nothing's Gonna Hurt You Baby
205,Cigarettes After Sex,2023-11-01 13:41:00,245840,Falling In Love
206,Cigarettes After Sex,2023-11-01 13:51:00,137834,Pistol
207,Cigarettes After Sex,2023-11-01 13:55:00,264453,You're All I Want
208,Cigarettes After Sex,2023-11-01 13:58:00,4202,Apocalypse
209,Cigarettes After Sex,2023-11-01 13:58:00,96610,Pistol
210,Cigarettes After Sex,2023-11-01 13:58:00,126525,Stop Waiting
211,Cigarettes After Sex,2023-11-01 14:03:00,286826,Apocalypse
212,Cigarettes After Sex,2023-11-01 14:09:00,320030,K.
213,Cigarettes After Sex,2023-11-01 14:09:00,15343,Sunsetz
214,Cigarettes After Sex,2023-11-01 14:11:00,1811,Sweet
215,Cigarettes After Sex,2023-11-01 14:11:00,88746,Cry
216,Cigarettes After Sex,2023-11-01 14:20:00,61393,Stop Waiting
217,J Balvin,2023-11-01 14:51:00,10101,Mi Gente
218,Sasha Alex Sloan,2023-11-01 14:52:00,47157,Is It Just Me? (feat. Charlie Puth)
219,Kygo,2023-11-01 14:53:00,42815,I'll Wait
220,Hikaru Utada,2023-11-01 14:57:00,280880,初恋
221,Hikaru Utada,2023-11-01 14:58:00,12955,初恋
222,Hikaru Utada,2023-11-01 15:02:00,257293,First Love
223,Hikaru Utada,2023-11-01 15:06:00,249904,One Last Kiss
224,Hikaru Utada,2023-11-01 15:07:00,66405,Gold　～また逢う日まで～
225,Cigarettes After Sex,2023-11-01 15:11:00,227829,Apocalypse
226,J Balvin,2023-11-01 15:11:00,2250,Mi Gente
227,Hikaru Utada,2023-11-01 15:12:00,61482,First Love
228,KAROL G,2023-11-01 15:12:00,1802,PROVENZA
229,Romy,2023-11-01 16:57:00,23062,Strong
230,J Balvin,2023-11-01 18:42:00,7927,Mi Gente
231,Cigarettes After Sex,2023-11-01 20:23:00,6806,Apocalypse
232,Cigarettes After Sex,2023-11-01 22:05:00,1369,Stop Waiting
233,J Balvin,2023-11-02 01:43:00,12202,Mi Gente
234,JJ Heller,2023-11-02 01:43:00,1994,Edelweiss
235,Cigarettes After Sex,2023-11-02 01:44:00,10410,Bubblegum
236,Bill Lee,2023-11-02 01:44:00,47445,Edelweiss
237,Cigarettes After Sex,2023-11-02 01:45:00,383,Apocalypse
238,Cigarettes After Sex,2023-11-02 01:45:00,48184,Stop Waiting
239,Cigarettes After Sex,2023-11-02 01:51:00,362973,Stop Waiting
240,Cigarettes After Sex,2023-11-02 01:56:00,290616,Apocalypse
241,Cigarettes After Sex,2023-11-02 02:00:00,256800,Cry
242,Cigarettes After Sex,2023-11-02 02:04:00,234174,Pistol
243,Cigarettes After Sex,2023-11-02 02:09:00,264453,You're All I Want
244,Cigarettes After Sex,2023-11-02 02:12:00,215150,Sunsetz
245,Cigarettes After Sex,2023-11-02 02:17:00,286773,Heavenly
246,Cigarettes After Sex,2023-11-02 02:22:00,286293,Nothing's Gonna Hurt You Baby
247,Cigarettes After Sex,2023-11-02 02:26:00,233010,Keep on Loving You
248,Cigarettes After Sex,2023-11-02 02:31:00,320030,K.
249,Cigarettes After Sex,2023-11-02 02:35:00,245840,Falling In Love
250,Cigarettes After Sex,2023-11-02 02:40:00,303296,Sesame Syrup
251,Cigarettes After Sex,2023-11-02 02:44:00,225767,Neon Moon
252,Cigarettes After Sex,2023-11-02 02:49:00,292110,Sweet
253,Cigarettes After Sex,2023-11-02 02:54:00,292853,Touch
254,Cigarettes After Sex,2023-11-02 02:58:00,266666,Crush
255,Cigarettes After Sex,2023-11-02 03:03:00,311000,Affection
256,Cigarettes After Sex,2023-11-02 03:08:00,258483,John Wayne
257,Cigarettes After Sex,2023-11-02 03:12:00,262560,Don't Let Me Go
258,Cigarettes After Sex,2023-11-02 03:16:00,206000,Starry Eyes
259,Cigarettes After Sex,2023-11-02 03:20:00,279133,Bubblegum
260,Cigarettes After Sex,2023-11-02 03:26:00,365150,Opera House
261,Cigarettes After Sex,2023-11-02 03:31:00,269933,Kiss It Off Me
262,Cigarettes After Sex,2023-11-02 03:35:00,271018,I'm a Firefighter
263,Cigarettes After Sex,2023-11-02 11:24:00,260267,Dreaming of You
264,Cigarettes After Sex,2023-11-02 11:30:00,362973,Stop Waiting
265,Cigarettes After Sex,2023-11-02 11:35:00,290616,Apocalypse
266,J Balvin,2023-11-02 13:47:00,189440,Mi Gente
267,¥ellow Bucks,2023-11-02 13:50:00,172389,Yessir
268,Awich,2023-11-02 13:54:00,253333,GILA GILA
269,Roxy Music,2023-11-02 13:54:00,6653,More Than This
270,J Balvin,2023-11-02 13:57:00,189440,Mi Gente
271,¥ellow Bucks,2023-11-02 14:00:00,172389,Yessir
272,Awich,2023-11-02 14:03:00,28891,GILA GILA
273,Cigarettes After Sex,2023-11-03 09:38:00,222749,Cry
274,Awich,2023-11-03 09:43:00,696,GILA GILA
275,Awich,2023-11-03 09:43:00,253333,GILA GILA
276,Roxy Music,2023-11-03 09:43:00,4349,More Than This
277,¥ellow Bucks,2023-11-03 09:46:00,172389,Yessir
278,¥ellow Bucks,2023-11-03 09:50:00,510,Yessir
279,Awich,2023-11-03 09:50:00,253333,GILA GILA
280,Awich,2023-11-03 09:50:00,487,GILA GILA
281,Roxy Music,2023-11-03 09:50:00,8094,More Than This
282,¥ellow Bucks,2023-11-03 09:53:00,3528,Yessir
283,J Balvin,2023-11-03 09:53:00,189440,Mi Gente
284,¥ellow Bucks,2023-11-03 10:37:00,172389,Yessir
285,Awich,2023-11-03 10:39:00,168374,GILA GILA
286,Roxy Music,2023-11-03 10:39:00,2716,More Than This
287,Cigarettes After Sex,2023-11-03 10:42:00,169366,Nothing's Gonna Hurt You Baby
288,J Balvin,2023-11-03 10:45:00,189440,Mi Gente
289,¥ellow Bucks,2023-11-03 10:48:00,172389,Yessir
290,The Fryks,2023-11-03 10:53:00,1578,Wake up Call (Dubstep Remix)
291,Awich,2023-11-03 10:53:00,253333,GILA GILA
292,Roxy Music,2023-11-03 10:53:00,14014,More Than This
293,Astrix,2023-11-03 11:01:00,481739,He.art
294,João Gilberto,2023-11-03 11:01:00,9605,O Pato
295,Pitbull,2023-11-03 11:05:00,252306,Give Me Everything (feat. Nayer)
296,Subtronics,2023-11-03 11:08:00,11381,Clockwork - Original Mix
297,Paramore,2023-11-03 11:08:00,181506,Misguided Ghosts
298,Lil Kleine,2023-11-03 11:11:00,145978,Drank & Drugs
299,BLØF,2023-11-03 11:16:00,282866,Holiday In Spain (feat. Counting Crows) - Live op Concert at SEA 2015
300,Suzan & Freek,2023-11-03 11:18:00,167848,De Overkant
301,Tino Martin,2023-11-03 11:19:00,42260,Voorbij
302,CRO,2023-11-03 11:46:00,28768,Traum
303,Franz Schubert,2023-11-03 11:49:00,193320,"Minuet in A major, D. 334"
304,Franz Schubert,2023-11-03 11:56:00,442172,"Ständchen, S. 560 (Trans. from Schwanengesang No. 4, D. 957)"
305,Franz Schubert,2023-11-03 11:58:00,84933,"Winterreise, Op. 89, D. 911: No. 21, Tauschung (Arr. T. Zimmermann and H. Holl)"
306,Franz Schubert,2023-11-03 12:00:00,143266,Die Nacht (Arr. for Cello and Guitar by Anja Lechner and Pablo Márquez)
307,Franz Schubert,2023-11-03 12:02:00,96253,"Waltz, D. 1/14, ""Kupelwieser-Walzer"""
308,Franz Schubert,2023-11-03 12:06:00,263493,"Schwanengesang, D.957: No. 4 Serenade"
309,¥ellow Bucks,2023-11-03 12:09:00,72214,Yessir
310,J Balvin,2023-11-03 13:42:00,189440,Mi Gente
311,¥ellow Bucks,2023-11-03 13:45:00,172389,Yessir
312,Awich,2023-11-03 13:49:00,225517,GILA GILA
313,JEON SOMI,2023-11-03 13:49:00,2252,Fast Forward
314,Lil Kleine,2023-11-03 13:51:00,145978,Drank & Drugs
315,J Balvin,2023-11-03 13:52:00,371,Mi Gente
316,BLØF,2023-11-03 13:52:00,4962,Holiday In Spain (feat. Counting Crows) - Live op Concert at SEA 2015
317,¥ellow Bucks,2023-11-03 16:26:00,90906,Yessir
318,¥ellow Bucks,2023-11-03 16:28:00,172389,Yessir
319,Cigarettes After Sex,2023-11-03 16:32:00,448,Nothing's Gonna Hurt You Baby
320,Cigarettes After Sex,2023-11-03 16:32:00,234,Apocalypse
321,Paramore,2023-11-03 16:32:00,682,Misguided Ghosts
322,Whitney Houston,2023-11-03 16:32:00,255,I Wanna Dance with Somebody (Who Loves Me)
323,Awich,2023-11-03 16:32:00,183996,GILA GILA
324,Pitbull,2023-11-03 16:32:00,576,Give Me Everything (feat. Nayer)
325,Roxy Music,2023-11-03 16:32:00,917,More Than This
326,Pitbull,2023-11-03 16:36:00,252306,Give Me Everything (feat. Nayer)
327,Subtronics,2023-11-03 16:37:00,1109,Clockwork - Original Mix
328,Paramore,2023-11-03 16:37:00,58169,Misguided Ghosts
329,The Fryks,2023-11-03 16:37:00,2816,Wake up Call (Dubstep Remix)
330,Franz Schubert,2023-11-03 17:50:00,497773,"4 Impromptus, Op. 90, D.899: No. 4 in A Flat Major: Allegretto"
331,Franz Schubert,2023-11-03 17:54:00,256573,"Ave Maria, D. 839"
332,Johann Sebastian Bach,2023-11-03 17:57:00,136580,"Suite for Violoncello Solo No. 1 in G Major, BWV 1007: I. Prelude"
333,Astrix,2023-11-03 17:57:00,418517,He.art
334,Pitbull,2023-11-03 17:57:00,5376,Give Me Everything (feat. Nayer)
335,Pitbull,2023-11-03 17:57:00,11221,Give Me Everything (feat. Nayer)
336,Franz Schubert,2023-11-03 17:57:00,13328,"Schubert: Ave Maria, Op. 52 No. 6, D. 839"
337,Franz Schubert,2023-11-03 18:27:00,193320,"Minuet in A major, D. 334"
338,Franz Schubert,2023-11-03 18:34:00,442172,"Ständchen, S. 560 (Trans. from Schwanengesang No. 4, D. 957)"
339,Franz Schubert,2023-11-03 18:35:00,84933,"Winterreise, Op. 89, D. 911: No. 21, Tauschung (Arr. T. Zimmermann and H. Holl)"
340,Franz Schubert,2023-11-03 18:42:00,143266,Die Nacht (Arr. for Cello and Guitar by Anja Lechner and Pablo Márquez)
341,Franz Schubert,2023-11-03 18:44:00,96253,"Waltz, D. 1/14, ""Kupelwieser-Walzer"""
342,Franz Schubert,2023-11-03 18:48:00,263493,"Schwanengesang, D.957: No. 4 Serenade"
343,Franz Schubert,2023-11-03 18:57:00,497773,"4 Impromptus, Op. 90, D.899: No. 4 in A Flat Major: Allegretto"
344,Franz Schubert,2023-11-03 19:51:00,1240,"Ave Maria, D. 839"
345,J Balvin,2023-11-03 19:51:00,5418,Mi Gente
346,Cigarettes After Sex,2023-11-03 19:56:00,286293,Nothing's Gonna Hurt You Baby
347,Cigarettes After Sex,2023-11-03 20:01:00,290616,Apocalypse
348,Whitney Houston,2023-11-03 20:06:00,291293,I Wanna Dance with Somebody (Who Loves Me)
349,Pitbull,2023-11-03 20:10:00,252306,Give Me Everything (feat. Nayer)
350,Paramore,2023-11-03 20:13:00,181506,Misguided Ghosts
351,Subtronics,2023-11-03 20:17:00,231724,Clockwork - Original Mix
352,The Fryks,2023-11-03 20:20:00,206400,Wake up Call (Dubstep Remix)
353,Astrix,2023-11-03 21:53:00,319889,He.art
354,Cigarettes After Sex,2023-11-03 21:58:00,290616,Apocalypse
355,Cigarettes After Sex,2023-11-03 22:04:00,320030,K.
356,Cigarettes After Sex,2023-11-03 22:06:00,137436,Sunsetz
357,Cigarettes After Sex,2023-11-03 22:54:00,77708,Sunsetz
358,Cigarettes After Sex,2023-11-03 22:58:00,256800,Cry
359,Cigarettes After Sex,2023-11-03 23:00:00,125732,Sweet
360,girl in red,2023-11-03 23:00:00,25820,we fell in love in october
361,Cigarettes After Sex,2023-11-03 23:01:00,16207,Pistol
362,Cigarettes After Sex,2023-11-03 23:02:00,59768,Apocalypse
363,Cigarettes After Sex,2023-11-03 23:26:00,96316,Cry
364,Cigarettes After Sex,2023-11-04 00:30:00,4096,Apocalypse
365,Seiko Matsuda,2023-11-04 00:30:00,6222,赤いスイートピー
366,The Checkers,2023-11-04 00:34:00,183525,ギザギザハートの子守唄
367,The Checkers,2023-11-04 00:34:00,53723,ギザギザハートの子守唄
368,Dua Lipa,2023-11-04 00:37:00,156910,Fever
369,Michel Teló,2023-11-04 00:40:00,166439,Ai Se Eu Te Pego - Ao Vivo
370,KAROL G,2023-11-04 00:41:00,696,CAIRO
371,Nu Aspect,2023-11-04 00:41:00,1160,Miss You
372,Black Eyed Peas,2023-11-04 00:41:00,1207,RITMO (Bad Boys For Life)
373,Ched,2023-11-04 00:41:00,859,Made By You
374,Katy Perry,2023-11-04 00:41:00,952,Hot N Cold
375,Holy Mattress Money,2023-11-04 00:41:00,11981,Crash into You
376,Paulo Londra,2023-11-04 00:41:00,70691,Adan y Eva
377,Nina Sky,2023-11-04 00:41:00,952,Move Ya Body
378,Don Omar,2023-11-04 00:41:00,789,Danza Kuduro
379,Sia,2023-11-04 00:43:00,85217,The Greatest (feat. Kendrick Lamar)
380,Bad Bunny,2023-11-04 00:43:00,1996,Yonaguni
381,LUNA SEA,2023-11-04 00:48:00,1346,inside you
382,sakanaction,2023-11-04 00:48:00,322986,ミュージック
383,LUNA SEA,2023-11-04 00:48:00,15232,UNTIL THE DAY I DIE
384,Jason Mraz,2023-11-04 00:48:00,431,Lucky
385,LUNA SEA,2023-11-04 00:54:00,312354,MOTHER - Single Version
386,LUNA SEA,2023-11-04 00:54:00,29930,WITH
387,LUNA SEA,2023-11-04 00:54:00,12585,IN SILENCE
