id,artistName,endTime,msPlayed,trackName
5849,Kris Bowers,2023-12-22 15:23:00,213920,A Grand Finish
5850,Fernando Velázquez,2023-12-22 15:24:00,95280,Big Dreams
5851,Stuart Earl,2023-12-22 15:26:00,87949,Clifftop Prelude
5852,Craig Armstrong,2023-12-22 15:28:00,104960,Didn't You Love Anything
5853,William Ross,2023-12-22 15:30:00,120960,A King's Sadness
5854,Jordan Seigel,2023-12-22 15:31:00,79640,Eloise
5855,Guy Farley,2023-12-22 15:33:00,135935,A Guilded Cage
5856,Carlos Rafael Rivera,2023-12-22 15:34:00,69386,New York
5857,Steve Horner,2023-12-22 15:36:00,110379,Brilliant Day
5858,Patrick Doyle,2023-12-22 15:38:00,81893,The Armstrong Case
5859,Samuel Sim,2023-12-22 15:39:00,62474,A Ball
5860,Harry Gregson-Williams,2023-12-22 15:40:00,50520,Smiling
5861,William Ross,2023-12-22 15:41:00,62373,Young Macy
5862,Fernando Velázquez,2023-12-22 15:43:00,168720,Home Alone / Dad Arrives
5863,Carlos Rafael Rivera,2023-12-22 15:45:00,72907,First Day At School
5864,Guy Farley,2023-12-22 15:47:00,165929,Love Theme
5865,Andrew Lockington,2023-12-22 15:49:00,82373,Morning
5866,Jan A.P. Kaczmarek,2023-12-22 15:51:00,131266,Goodbye
5867,Alex Heffes,2023-12-22 15:53:00,98000,Grace Alone
5868,Kris Bowers,2023-12-22 15:54:00,74885,Game Over - From the Netflix Series “Bridgerton Season Two”
5869,John Debney,2023-12-22 15:55:00,65720,A New Mia - Score
5870,Carlos Rafael Rivera,2023-12-22 15:56:00,74046,Methuen Home For Children 1957
5871,Daniel Pemberton,2023-12-22 15:58:00,113760,An Old Friend
5872,Craig Armstrong,2023-12-22 16:05:00,80200,Lou's Interview
5873,Mokita,2023-12-22 16:06:00,10309,Lonely City
5874,Hikaru Utada,2023-12-22 16:06:00,464,Beautiful World
5875,Jan A.P. Kaczmarek,2023-12-22 16:06:00,48618,Parker & Hachi Walk To The Station
5876,Bad Bunny,2023-12-22 16:10:00,203200,LA NOCHE DE ANOCHE
5877,Frédéric Chopin,2023-12-22 16:11:00,9458,"Chopin: Nocturne No. 2 in E-Flat Major, Op. 9 No. 2"
5878,Joshua Bassett,2023-12-22 16:14:00,882,Smoke Slow
5879,kenzie,2023-12-22 16:14:00,142909,sickly sweet - Alan Walker Remix
5880,Deorro,2023-12-22 16:14:00,859,Five More Hours
5881,Rasmus Hagen,2023-12-22 16:14:00,1044,Someone Just Like You
5882,Alan Walker,2023-12-22 16:14:00,19803,Hero (feat. Sasha Alex Sloan) [VIP Mix]
5883,Neon Trees,2023-12-22 16:14:00,1718,Animal
5884,Syn Cole,2023-12-22 16:14:00,1300,Feels Like Love
5885,Lvly,2023-12-22 16:14:00,1393,Next to Me (Acoustic Version)
5886,Juice WRLD,2023-12-22 16:14:00,1277,Lean Wit Me
5887,Far East Movement,2023-12-22 16:17:00,156247,Like A G6
5888,Burna Boy,2023-12-22 16:17:00,7848,Last Last
5889,Ozuna,2023-12-22 16:20:00,196600,Hey Mor
5890,Nina,2023-12-22 16:21:00,2693,TERMINAMOS
5891,Erik Satie,2023-12-22 16:21:00,905,Gymnopédie No. 1
5892,Matoma,2023-12-22 16:21:00,534,Summer Feeling
5893,Lizzo,2023-12-22 16:21:00,32940,Soulmate
5894,Sermx,2023-12-22 16:21:00,1091,Flowers (Remix)
5895,Sad Eye,2023-12-22 16:21:00,580,Come Home
5896,Martin Solveig,2023-12-22 16:21:00,1230,All Stars
5897,KAROL G,2023-12-22 16:24:00,197333,BEAUTIFUL BOY
5898,KAROL G,2023-12-22 16:36:00,222693,La Ocasión Perfecta
5899,Ryuichi Sakamoto,2023-12-22 16:39:00,998,Merry Christmas Mr. Lawrence
5900,Ryuichi Sakamoto,2023-12-22 16:39:00,1880,energy flow
5901,Bad Bunny,2023-12-22 16:39:00,161608,LA NOCHE DE ANOCHE
5902,Ryuichi Sakamoto,2023-12-22 16:44:00,286626,Merry Christmas Mr. Lawrence
5903,Ryuichi Sakamoto,2023-12-22 16:48:00,275066,energy flow
5904,Ryuichi Sakamoto,2023-12-22 16:56:00,382730,20210310
5905,Kiyoshiro Imawano,2023-12-22 17:51:00,28490,い・け・な・い ルージュマジック
5906,Delara,2023-12-22 17:54:00,4423,Josefin
5907,Mokita,2023-12-22 17:54:00,157523,Lonely City
5908,Lil Kleine,2023-12-22 17:55:00,71029,Drank & Drugs
5909,kenzie,2023-12-22 17:56:00,66200,sickly sweet - Alan Walker Remix
5910,Bad Bunny,2023-12-22 18:01:00,258298,Ojitos Lindos
5911,Rosie Darling,2023-12-22 18:14:00,48679,Reruns
5912,J Balvin,2023-12-22 22:24:00,18251,Mi Gente
5913,Cigarettes After Sex,2023-12-22 22:24:00,256800,Cry
5914,Vansire,2023-12-22 22:25:00,28328,From the Subway Train
5915,Cigarettes After Sex,2023-12-22 22:25:00,20828,Cry
5916,Cigarettes After Sex,2023-12-22 22:30:00,290616,Apocalypse
5917,Cigarettes After Sex,2023-12-22 22:34:00,256800,Cry
5918,Cigarettes After Sex,2023-12-22 22:40:00,320030,K.
5919,Cigarettes After Sex,2023-12-22 22:43:00,215150,Sunsetz
5920,Cigarettes After Sex,2023-12-22 22:48:00,292110,Sweet
5921,Cigarettes After Sex,2023-12-22 22:54:00,362973,Stop Waiting
5922,Cigarettes After Sex,2023-12-22 22:59:00,299613,Motion Picture Soundtrack
5923,Cigarettes After Sex,2023-12-22 23:03:00,234174,Pistol
5924,Cigarettes After Sex,2023-12-22 23:07:00,264453,You're All I Want
5925,Cigarettes After Sex,2023-12-22 23:12:00,286773,Heavenly
5926,Cigarettes After Sex,2023-12-22 23:17:00,286293,Nothing's Gonna Hurt You Baby
5927,Cigarettes After Sex,2023-12-22 23:21:00,233010,Keep on Loving You
5928,Cigarettes After Sex,2023-12-22 23:25:00,245840,Falling In Love
5929,Cigarettes After Sex,2023-12-22 23:30:00,303296,Sesame Syrup
5930,Cigarettes After Sex,2023-12-22 23:34:00,225767,Neon Moon
5931,Cigarettes After Sex,2023-12-22 23:39:00,292853,Touch
5932,Cigarettes After Sex,2023-12-22 23:41:00,135513,Crush
5933,Gianluca Modanese,2023-12-23 11:21:00,5294,PARANOIA (48h)
5934,Tony Renis,2023-12-23 11:21:00,22267,Quando quando quando
5935,Jack Jezzro,2023-12-23 11:25:00,213640,Arrivederci Roma
5936,Jack Jezzro,2023-12-23 11:28:00,181786,That's Amore
5937,Jack Jezzro,2023-12-23 11:32:00,214720,Santa Lucia
5938,Jack Jezzro,2023-12-23 11:35:00,194906,Volare
5939,Jack Jezzro,2023-12-23 11:38:00,204160,Oh Marie
5940,Jack Jezzro,2023-12-23 11:42:00,209760,Non Dimenticar
5941,Jack Jezzro,2023-12-23 11:46:00,256720,Mala Femmena
5942,Jack Jezzro,2023-12-23 11:49:00,166106,Vieni Su
5943,Jack Jezzro,2023-12-23 11:52:00,175533,'O Sole Mio
5944,Jack Jezzro,2023-12-23 11:55:00,182480,Bella Notte
5945,Jack Jezzro,2023-12-23 11:58:00,200626,Al Di La
5946,Jack Jezzro,2023-12-23 12:01:00,195093,"From The Bottom Of My Heart (Dammi, Dammi, Dammi)"
5947,Jack Jezzro,2023-12-23 12:04:00,179866,On an Evening in Roma
5948,Jack Jezzro,2023-12-23 12:07:00,188480,"Ciao, Ciao, Bambina"
5949,Jack Jezzro,2023-12-23 12:11:00,187853,Mattinatta
5950,Jack Jezzro,2023-12-23 12:14:00,176106,Come Back to Sorrento
5951,Jack Jezzro,2023-12-23 12:16:00,166014,Arrivederci Roma
5952,Pyotr Ilyich Tchaikovsky,2023-12-23 12:17:00,4063,"Tchaikovsky: The Nutcracker, Op. 71, Act I, Scene 1: No. 7, The Battle"
5953,Pyotr Ilyich Tchaikovsky,2023-12-23 12:17:00,41981,"Tchaikovsky: The Nutcracker, Op. 71: Miniature Overture"
5954,Pyotr Ilyich Tchaikovsky,2023-12-23 12:18:00,69120,"Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 12d, Divertissement. Trepak, Russian Dance"
5955,Pyotr Ilyich Tchaikovsky,2023-12-23 12:24:00,301388,"Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 13, Waltz of the Flowers"
5956,Biig Piig,2023-12-23 12:27:00,149840,Kerosene
5957,Biig Piig,2023-12-23 12:27:00,11015,Kerosene
5958,Jonas Blue,2023-12-23 12:29:00,108019,Angles
5959,Bad Bunny,2023-12-23 12:29:00,7662,Tití Me Preguntó
5960,Bad Bunny,2023-12-23 20:56:00,173662,Ojitos Lindos
5961,Michel Teló,2023-12-23 20:59:00,13511,Ai Se Eu Te Pego - Ao Vivo
5962,Dua Lipa,2023-12-23 20:59:00,156910,Fever
5963,Paulo Londra,2023-12-23 20:59:00,14814,Adan y Eva
5964,Carla Bruni,2023-12-23 21:03:00,211720,The Winner Takes It All
5965,GIMS,2023-12-23 21:04:00,83370,DEMAIN
5966,AURORA,2023-12-23 21:14:00,246528,Runaway
5967,Hikaru Utada,2023-12-23 21:17:00,14357,First Love
5968,Carla Bruni,2023-12-23 21:17:00,14368,Quelqu'un m'a dit
5969,Miley Cyrus,2023-12-23 21:17:00,148895,Butterfly Fly Away
5970,Hikaru Utada,2023-12-23 21:22:00,282165,初恋
5971,Hikaru Utada,2023-12-23 21:24:00,130902,Beautiful World
5972,Sufjan Stevens,2023-12-23 21:25:00,28533,Mystery of Love
5973,Crowd Lu,2023-12-23 21:40:00,36576,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲
5974,Nathan Dawe,2023-12-23 21:41:00,2997,21 Reasons (feat. Ella Henderson)
5975,WeiBird,2023-12-23 22:01:00,32370,"如果可以 - 電影""月老""主題曲"
5976,Belle,2023-12-23 22:08:00,405857,A Million Miles Away
5977,GIMS,2023-12-24 22:42:00,464,DEMAIN
5978,Hikaru Utada,2023-12-24 22:42:00,835,Beautiful World
5979,Mokita,2023-12-24 22:45:00,157523,Lonely City
5980,Delara,2023-12-24 22:48:00,214187,Josefin
5981,Grand Corps Malade,2023-12-24 22:52:00,241693,Dimanche soir
5982,Grand Corps Malade,2023-12-24 22:56:00,229133,On a pris le temps
5983,Grand Corps Malade,2023-12-24 22:57:00,57882,Chemins de traverse
5984,Carla Bruni,2023-12-24 22:58:00,17205,Quelqu'un m'a dit
5985,Pyotr Ilyich Tchaikovsky,2023-12-24 23:00:00,166866,"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato"
5986,Pyotr Ilyich Tchaikovsky,2023-12-24 23:01:00,67479,"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato"
5987,Justin Bieber,2023-12-24 23:02:00,17113,Mistletoe
5988,Mariah Carey,2023-12-24 23:06:00,241106,All I Want for Christmas Is You
5989,Brenda Lee,2023-12-24 23:08:00,126266,Rockin' Around The Christmas Tree
5990,Wham!,2023-12-24 23:12:00,262960,Last Christmas
5991,Bobby Helms,2023-12-24 23:14:00,130973,Jingle Bell Rock
5992,Ariana Grande,2023-12-24 23:18:00,204093,Santa Tell Me
5993,Michael Bublé,2023-12-24 23:21:00,206639,It's Beginning to Look a Lot like Christmas
5994,Dean Martin,2023-12-24 23:23:00,117146,Let It Snow! Let It Snow! Let It Snow!
5995,Laufey,2023-12-24 23:26:00,132800,Winter Wonderland - Spotify Singles Holiday
5996,Andy Williams,2023-12-24 23:28:00,151933,It's the Most Wonderful Time of the Year
5997,Kelly Clarkson,2023-12-24 23:32:00,229640,Underneath the Tree
5998,The Ronettes,2023-12-24 23:35:00,181266,Sleigh Ride
5999,José Feliciano,2023-12-24 23:38:00,182360,Feliz Navidad
6000,Paul McCartney,2023-12-24 23:42:00,227653,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version
6001,John Lennon,2023-12-24 23:45:00,214333,Happy Xmas (War Is Over) - Remastered 2010
6002,Pentatonix,2023-12-24 23:50:00,268960,Hallelujah
6003,Nat King Cole,2023-12-24 23:53:00,192160,The Christmas Song (Merry Christmas To You)
6004,Band Aid,2023-12-24 23:57:00,222533,Do They Know It's Christmas? - 1984 Version
6005,Coldplay,2023-12-25 00:01:00,242495,Christmas Lights
6006,Darlene Love,2023-12-25 00:04:00,166453,Christmas (Baby Please Come Home)
6007,Sia,2023-12-25 00:06:00,165900,Snowman
6008,Kelly Clarkson,2023-12-25 00:10:00,242644,"Santa, Can’t You Hear Me"
6009,Frank Sinatra,2023-12-25 00:13:00,155453,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)
6010,Mariah Carey,2023-12-25 00:14:00,9543,All I Want for Christmas Is You
6011,Cher,2023-12-25 00:14:00,66634,DJ Play A Christmas Song
6012,Cigarettes After Sex,2023-12-25 00:19:00,290616,Apocalypse
6013,Cigarettes After Sex,2023-12-25 00:23:00,256800,Cry
6014,Cigarettes After Sex,2023-12-25 00:29:00,320030,K.
6015,Cigarettes After Sex,2023-12-25 00:32:00,215150,Sunsetz
6016,Cigarettes After Sex,2023-12-25 00:37:00,292110,Sweet
6017,Cigarettes After Sex,2023-12-25 00:43:00,362973,Stop Waiting
6018,Cigarettes After Sex,2023-12-25 00:45:00,97735,Motion Picture Soundtrack
6019,Mariah Carey,2023-12-25 19:35:00,15905,All I Want for Christmas Is You
6020,Joel Francisco Perri,2023-12-25 19:38:00,178706,Volare
6021,Italian Love Song Passione,2023-12-25 19:41:00,171813,That's Amore
6022,Daniele Benati,2023-12-25 19:44:00,162082,Fettuccine alfredo
6023,John Williams,2023-12-25 21:41:00,13212,"Luke And Leia (From ""Star Wars, Episode V: The Empire Strikes Back"")"
6024,John Williams,2023-12-25 21:44:00,6705,"Bicycle Chase (From ""E.T. The Extra-Terrestrial"")"
6025,Alan Silvestri,2023-12-25 21:44:00,151840,Feather Theme (From “Forrest Gump”)
6026,Ennio Morricone,2023-12-25 21:47:00,194693,"Main Theme From ""Cinema Paradiso"""
6027,Michael Nyman,2023-12-25 21:50:00,180093,"Big My Secret (From ""The Piano"")"
6028,John Williams,2023-12-25 21:50:00,11454,"Music from ""Space Camp"""
6029,Mokita,2023-12-25 21:51:00,65433,Lonely City
6030,Lil Kleine,2023-12-25 21:52:00,2252,Drank & Drugs
6031,Naeleck,2023-12-25 21:52:00,8475,All My Heroes - Curbi Remix
6032,Paulo Londra,2023-12-25 21:52:00,2809,Adan y Eva
6033,Aaron Zigman,2023-12-25 21:55:00,169466,Main Title (The Notebook)
6034,Aaron Zigman,2023-12-25 21:56:00,90186,I Waited for You
6035,Glen Hansard & Marketa Irglova,2023-12-25 22:01:00,282626,The Moon
6036,Deborah Lurie,2023-12-25 22:03:00,115680,Dear John Theme
6037,Amanda Seyfried,2023-12-25 22:06:00,205586,Little House
6038,Hannah Montana,2023-12-25 22:08:00,104593,Ordinary Girl
6039,RADWIMPS,2023-12-25 22:15:00,414373,愛にできることはまだあるかい
6040,RADWIMPS,2023-12-25 22:22:00,389466,そっけない
6041,RADWIMPS,2023-12-25 22:25:00,188066,グランドエスケープ - Movie edit
6042,RADWIMPS,2023-12-25 22:34:00,534120,スパークル - movie ver.
6043,RADWIMPS,2023-12-25 22:39:00,344053,なんでもないや - movie ver.
6044,ONE OK ROCK,2023-12-25 22:44:00,295600,Wherever you are
6045,Fly By Midnight,2023-12-25 22:46:00,68283,Lovely
6046,Doris Day,2023-12-25 22:48:00,124880,"Que Sera Sera (Whatever Will Be, Will Be) [From ""The Man Who Knew Too Much""] (with Frank DeVol & His Orchestra)"
6047,Ryuichi Sakamoto,2023-12-25 22:52:00,286626,Merry Christmas Mr. Lawrence
6048,Ryuichi Sakamoto,2023-12-25 22:57:00,286626,Merry Christmas Mr. Lawrence
6049,Ryuichi Sakamoto,2023-12-25 23:02:00,275066,energy flow
6050,Ryuichi Sakamoto,2023-12-25 23:09:00,413476,20210310
6051,Kiyoshiro Imawano,2023-12-25 23:13:00,250560,い・け・な・い ルージュマジック
6052,Ryuichi Sakamoto,2023-12-25 23:18:00,318093,Blu
6053,Ryuichi Sakamoto,2023-12-25 23:23:00,282973,Forbidden Colors
6054,Ryuichi Sakamoto,2023-12-25 23:28:00,317466,Tong Poo for JUNYA WATANABE
6055,Ryuichi Sakamoto,2023-12-25 23:30:00,84800,Dream 〜夢のパピー
6056,Ryuichi Sakamoto,2023-12-25 23:38:00,520704,20220123
6057,Ryuichi Sakamoto,2023-12-25 23:44:00,322315,20211130
6058,Ryuichi Sakamoto,2023-12-25 23:48:00,228928,oxygen
6059,Ryuichi Sakamoto,2023-12-25 23:51:00,227533,WORLD CITIZEN -I won't be disappointed- - short version
6060,Ryuichi Sakamoto,2023-12-25 23:56:00,303100,TIBETAN DANCE
6061,Ryuichi Sakamoto,2023-12-26 00:00:00,202773,変革の世紀 - ピアノ・ソロ
6062,Ryuichi Sakamoto,2023-12-26 00:04:00,263580,"LIFE, LIFE"
6063,Ryuichi Sakamoto,2023-12-26 00:10:00,323057,Happy End
6064,松重豊,2023-12-26 00:12:00,166300,猫村さんのうた
6065,Ryuichi Sakamoto,2023-12-26 00:18:00,345441,Seven Samurai - ending theme
6066,Ryuichi Sakamoto,2023-12-26 00:21:00,176668,Aoneko no Torso
6067,Ryuichi Sakamoto,2023-12-26 00:22:00,68610,20220304
6068,Ryuichi Sakamoto,2023-12-26 00:26:00,218466,Rain
6069,Ryuichi Sakamoto,2023-12-26 00:28:00,146376,20220404
6070,Ryuichi Sakamoto,2023-12-26 00:31:00,146080,20220307
6071,Carla Bruni,2023-12-26 20:39:00,211720,The Winner Takes It All
6072,Carla Bruni,2023-12-26 20:43:00,1091,The Winner Takes It All
6073,Grand Corps Malade,2023-12-26 20:43:00,264253,Mais je t'aime
6074,Grand Corps Malade,2023-12-26 20:43:00,417,Mais je t'aime
6075,The Beatles,2023-12-26 20:43:00,464,Twist And Shout - Remastered 2009
6076,Tino Martin,2023-12-26 20:43:00,650,Voorbij
6077,Juju,2023-12-26 20:43:00,1091,Vermissen (feat. Henning May)
6078,GIMS,2023-12-26 20:43:00,835,DEMAIN
6079,per se,2023-12-26 20:43:00,835,Wonderline
6080,Carla Bruni,2023-12-26 20:43:00,1253,Chez Keith et Anita
6081,Leslie Cheung,2023-12-26 20:43:00,719,追
6082,JEON SOMI,2023-12-26 20:43:00,1068,Fast Forward
6083,CRO,2023-12-26 20:43:00,835,Traum
6084,J Balvin,2023-12-26 20:43:00,1184,LA CANCIÓN
6085,Suzan & Freek,2023-12-26 20:43:00,928,De Overkant
6086,Claude François,2023-12-26 20:43:00,1764,Belles! Belles! Belles!
6087,Eason Chan,2023-12-26 20:43:00,882,黃金時代
6088,TXMIYAMA,2023-12-26 20:43:00,1068,For the City
6089,Lil Kleine,2023-12-26 20:43:00,812,Drank & Drugs
6090,Miki Matsubara,2023-12-26 20:43:00,1207,真夜中のドア〜stay with me
6091,Stromae,2023-12-26 20:43:00,835,Alors On Danse
6092,Falguni Pathak,2023-12-26 20:43:00,1857,Saawan Mein
6093,BLØF,2023-12-26 20:43:00,1625,Holiday In Spain (feat. Counting Crows) - Live op Concert at SEA 2015
6094,Ludvig Forssell,2023-12-26 20:44:00,3018,Skies of Song
6095,中村佳穂,2023-12-26 20:45:00,69241,Faces in the Rain
6096,Haley Joelle,2023-12-26 20:48:00,8577,Memory Lane
6097,Jeremy Zucker,2023-12-26 20:48:00,1416,better off
6098,Sam Smith,2023-12-26 20:48:00,193795,To Die For
6099,Holy Mattress Money,2023-12-26 20:48:00,4643,Crash into You
6100,Vicetone,2023-12-26 20:48:00,5665,Astronomia
6101,Chelsea Cutler,2023-12-26 20:48:00,7709,Crazier Things (with Noah Kahan)
6102,Nu Aspect,2023-12-26 20:49:00,21710,Miss You
6103,Hikaru Utada,2023-12-26 20:49:00,3761,Beautiful World
6104,Mokita,2023-12-26 20:51:00,157523,Lonely City
6105,Delara,2023-12-26 20:55:00,214187,Josefin
6106,Grand Corps Malade,2023-12-26 20:59:00,241693,Dimanche soir
6107,Grand Corps Malade,2023-12-26 21:00:00,43513,On a pris le temps
6108,Pyotr Ilyich Tchaikovsky,2023-12-27 15:18:00,159666,"Swan Lake, Op. 20, TH 12, Act I: Introduction"
6109,Pyotr Ilyich Tchaikovsky,2023-12-27 15:21:00,171133,"Swan Lake, Op. 20, TH 12, Act I, No. 1: Scene (Allegro giusto)"
6110,Pyotr Ilyich Tchaikovsky,2023-12-27 15:28:00,428466,"Swan Lake, Op. 20, TH 12, Act I, No. 2: Valse. Intrada (Tempo di valse - Valse)"
6111,Pyotr Ilyich Tchaikovsky,2023-12-27 15:32:00,213317,"Swan Lake, Op. 20, TH 12, Act I, No. 3: Scene (Allegro moderato)"
6112,Hikaru Utada,2023-12-27 15:32:00,580,Beautiful World
6113,Mokita,2023-12-27 15:34:00,157523,Lonely City
6114,Delara,2023-12-27 15:38:00,214187,Josefin
6115,Grand Corps Malade,2023-12-27 15:42:00,241693,Dimanche soir
6116,Grand Corps Malade,2023-12-27 15:46:00,229133,On a pris le temps
6117,Grand Corps Malade,2023-12-27 15:49:00,228066,Chemins de traverse
6118,Keanler,2023-12-27 15:52:00,177138,World on Fire
6119,Sole Sole,2023-12-27 15:55:00,128823,Always Together
6120,Lyrah,2023-12-27 15:57:00,159000,In the Leaves
6121,J Balvin,2023-12-27 15:57:00,696,Mi Gente
6122,Cigarettes After Sex,2023-12-27 15:57:00,2484,Cry
6123,Sheena Ringo,2023-12-27 15:57:00,11758,長く短い祭
6124,¥ellow Bucks,2023-12-27 15:58:00,626,Yessir
6125,Awich,2023-12-27 15:58:00,3065,GILA GILA
6126,Pyotr Ilyich Tchaikovsky,2023-12-27 16:00:00,159666,"Swan Lake, Op. 20, TH 12, Act I: Introduction"
6127,Pyotr Ilyich Tchaikovsky,2023-12-27 16:03:00,171133,"Swan Lake, Op. 20, TH 12, Act I, No. 1: Scene (Allegro giusto)"
6128,Pyotr Ilyich Tchaikovsky,2023-12-27 16:10:00,428466,"Swan Lake, Op. 20, TH 12, Act I, No. 2: Valse. Intrada (Tempo di valse - Valse)"
6129,Pyotr Ilyich Tchaikovsky,2023-12-27 16:14:00,217200,"Swan Lake, Op. 20, TH 12, Act I, No. 3: Scene (Allegro moderato)"
6130,Pyotr Ilyich Tchaikovsky,2023-12-27 16:16:00,139666,"Swan Lake, Op. 20, TH 12, Act I, No. 4, Pas de trois: I. Intrada (Allegro)"
6131,Pyotr Ilyich Tchaikovsky,2023-12-27 16:19:00,162266,"Swan Lake, Op. 20, TH 12, Act I, No. 4, Pas de trois: II. Andante sostenuto"
6132,Pyotr Ilyich Tchaikovsky,2023-12-27 16:20:00,70600,"Swan Lake, Op. 20, TH 12, Act I, No. 4, Pas de trois: III. Allegro simplice - Presto"
6133,Pyotr Ilyich Tchaikovsky,2023-12-27 16:21:00,67666,"Swan Lake, Op. 20, TH 12, Act I, No. 4, Pas de trois: IV. Moderato"
6134,Pyotr Ilyich Tchaikovsky,2023-12-27 16:22:00,77866,"Swan Lake, Op. 20, TH 12, Act I, No. 4, Pas de trois: V. Allegro"
6135,Pyotr Ilyich Tchaikovsky,2023-12-27 16:24:00,100866,"Swan Lake, Op. 20, TH 12, Act I, No. 4, Pas de trois: VI. Coda (Allegro vivace)"
6136,Pyotr Ilyich Tchaikovsky,2023-12-27 16:26:00,90600,"Swan Lake, Op. 20, TH 12, Act I, No. 5, Pas de deux: I. Tempo di valse ma mon troppo vivo, quasi moderato"
6137,Mokita,2023-12-27 16:27:00,51292,Lonely City
6138,The Chainsmokers,2023-12-27 16:29:00,180120,Hope
6139,The Chainsmokers,2023-12-27 16:30:00,4326,Hope
6140,NF,2023-12-27 16:34:00,240428,Time
6141,Belle,2023-12-27 16:55:00,145663,はなればなれの君へ Part1
6142,Pyotr Ilyich Tchaikovsky,2023-12-27 16:58:00,159666,"Swan Lake, Op. 20, TH 12, Act I: Introduction"
6143,Pyotr Ilyich Tchaikovsky,2023-12-27 17:01:00,171133,"Swan Lake, Op. 20, TH 12, Act I, No. 1: Scene (Allegro giusto)"
6144,Pyotr Ilyich Tchaikovsky,2023-12-27 17:11:00,428466,"Swan Lake, Op. 20, TH 12, Act I, No. 2: Valse. Intrada (Tempo di valse - Valse)"
6145,Pyotr Ilyich Tchaikovsky,2023-12-27 17:14:00,217200,"Swan Lake, Op. 20, TH 12, Act I, No. 3: Scene (Allegro moderato)"
6146,Pyotr Ilyich Tchaikovsky,2023-12-27 17:17:00,139666,"Swan Lake, Op. 20, TH 12, Act I, No. 4, Pas de trois: I. Intrada (Allegro)"
6147,Pyotr Ilyich Tchaikovsky,2023-12-27 17:19:00,162266,"Swan Lake, Op. 20, TH 12, Act I, No. 4, Pas de trois: II. Andante sostenuto"
6148,Pyotr Ilyich Tchaikovsky,2023-12-27 17:20:00,70600,"Swan Lake, Op. 20, TH 12, Act I, No. 4, Pas de trois: III. Allegro simplice - Presto"
6149,Pyotr Ilyich Tchaikovsky,2023-12-27 17:22:00,67666,"Swan Lake, Op. 20, TH 12, Act I, No. 4, Pas de trois: IV. Moderato"
6150,Pyotr Ilyich Tchaikovsky,2023-12-27 17:23:00,77866,"Swan Lake, Op. 20, TH 12, Act I, No. 4, Pas de trois: V. Allegro"
6151,Pyotr Ilyich Tchaikovsky,2023-12-27 17:25:00,100866,"Swan Lake, Op. 20, TH 12, Act I, No. 4, Pas de trois: VI. Coda (Allegro vivace)"
6152,Pyotr Ilyich Tchaikovsky,2023-12-27 17:27:00,138733,"Swan Lake, Op. 20, TH 12, Act I, No. 5, Pas de deux: I. Tempo di valse ma mon troppo vivo, quasi moderato"
6153,Pyotr Ilyich Tchaikovsky,2023-12-27 17:32:00,291266,"Swan Lake, Op. 20, TH 12, Act I, No. 5, Pas de deux: II. Andante - Allegro"
6154,Pyotr Ilyich Tchaikovsky,2023-12-27 17:33:00,84133,"Swan Lake, Op. 20, TH 12, Act I, No. 5, Pas de deux: III. Tempo di valse"
6155,Pyotr Ilyich Tchaikovsky,2023-12-27 17:35:00,114866,"Swan Lake, Op. 20, TH 12, Act I, No. 5, Pas de deux: IV. Coda (Allegro molto vivace)"
6156,Pyotr Ilyich Tchaikovsky,2023-12-27 17:37:00,124600,"Swan Lake, Op. 20, TH 12, Act I, No. 6: Pas d'action (Andantino quasi moderato - Allegro)"
6157,Pyotr Ilyich Tchaikovsky,2023-12-27 17:38:00,48066,"Swan Lake, Op. 20, TH 12, Act I, No. 7: Sujet (Scène) [Moderato]"
6158,Pyotr Ilyich Tchaikovsky,2023-12-27 17:44:00,365933,"Swan Lake, Op. 20, TH 12, Act I, No. 8: Danse des coupes (Tempo di polacca)"
6159,Pyotr Ilyich Tchaikovsky,2023-12-27 17:47:00,170800,"Swan Lake, Op. 20, TH 12, Act I, No. 9: Finale (Andante)"
6160,Pyotr Ilyich Tchaikovsky,2023-12-27 17:50:00,160266,"Swan Lake, Op. 20, TH 12, Act II, No. 10: Scène (Moderato - Più mossoe)"
6161,Pyotr Ilyich Tchaikovsky,2023-12-27 17:55:00,309333,"Swan Lake, Op. 20, TH 12, Act II, No. 11: Scène (Allegro moderato - Moderato - Più mosso)"
6162,Pyotr Ilyich Tchaikovsky,2023-12-27 17:58:00,219400,"Swan Lake, Op. 20, TH 12, Act II, No. 12: Scène (Allegro - Moderato assai quasi andante)"
6163,Pyotr Ilyich Tchaikovsky,2023-12-27 18:44:00,142466,"Swan Lake, Op. 20, TH 12, Act II, No. 13, Danses des cygnes: I. Tempo di valse"
6164,Pyotr Ilyich Tchaikovsky,2023-12-27 18:46:00,126400,"Swan Lake, Op. 20, TH 12, Act II, No. 13, Danses des cygnes: II. Moderato assai (Solo d'Odette)"
